user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.148	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__	N/A	N/A	N/A	N/A	N/A	GCF_016406305.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella putrefaciens_C	96.52	0.383	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_024197625.1, s__Shewanella sp024197625, 95.0, 95.35, 0.356; GCF_025449215.1, s__Shewanella seohaensis, 95.11, 94.5, 0.218; GCF_029835735.1, s__Shewanella sp029835735, 95.0, 94.4, 0.22; GCF_000014685.1, s__Shewanella sp000014685, 95.0, 93.68, 0.214; GCF_019457635.1, s__Shewanella mangrovisoli, 95.0, 93.54, 0.215; GCF_019655335.1, s__Shewanella hafniensis, 95.0, 93.0, 0.216; GCF_900456975.1, s__Shewanella baltica, 95.0, 92.88, 0.222; GCF_000485795.1, s__Shewanella decolorationis, 95.0, 92.78, 0.177; GCF_002783505.1, s__Shewanella sp002783505, 95.0, 92.51, 0.294; GCF_012584455.1, s__Shewanella oncorhynchi, 95.0, 91.8, 0.188; GCF_000217915.1, s__Shewanella sp000217915, 95.0, 91.4, 0.247	17.58	11	0.99998	Genome has more than 11.7% of markers with multiple hits
binning_output.149	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	20.89	11	0.99478	N/A
binning_output.150	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.0%)
binning_output.151	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.41	11	0.90113	N/A
binning_output.152	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_022741625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp022741625	96.98	0.373	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002224675.1, s__Prevotella copri_A, 95.0, 97.34, 0.347; GCA_021636625.1, s__Prevotella sp021636625, 95.0, 96.32, 0.328; GCF_026095235.1, s__Prevotella sp900557035, 95.0, 95.46, 0.311; GCF_900551985.1, s__Prevotella sp900551985, 95.0, 95.13, 0.355; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 94.85, 0.371; GCF_009494395.1, s__Prevotella sp900546535, 95.0, 94.73, 0.231; GCA_958369755.1, s__Prevotella sp958369755, 95.0, 94.4, 0.236; GCA_900765465.1, s__Prevotella sp900765465, 95.0, 94.26, 0.346; GCA_900556795.1, s__Prevotella sp900556795, 95.0, 93.47, 0.287; GCA_900770515.1, s__Prevotella sp900770515, 95.0, 92.46, 0.181; GCA_934196725.1, s__Prevotella sp934196725, 95.0, 92.29, 0.2; GCA_022732315.1, s__Prevotella sp022732315, 95.0, 91.26, 0.163; GCF_019249655.1, s__Prevotella sp900767615, 95.85, 90.55, 0.167; GCA_900555035.1, s__Prevotella sp900555035, 95.0, 89.94, 0.164	37.26	11	0.99916	Genome has more than 40.8% of markers with multiple hits
binning_output.153	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_017983675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__Fluviicola sp017983675	94.87	0.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_937973685.1, s__Fluviicola sp937973685, 95.0, 86.44, 0.422	58.03	11	0.99852	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 29.2% of markers with multiple hits
binning_output.154	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_937866945.1, s__Tolumonas sp937866945, 95.0, 96.57, 0.201; GCA_028683735.1, s__Tolumonas sp028683735, 95.0, 91.52, 0.156	18.37	11	0.99237	N/A
binning_output.155	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	14.18	11	0.92877	Genome has more than 13.3% of markers with multiple hits
binning_output.156	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.89	11	0.41541	Genome has more than 17.5% of markers with multiple hits;backbone tree has incongruent class classification
binning_output.157	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	23.32	11	0.81864	Genome has more than 20.8% of markers with multiple hits
binning_output.158	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.5%)
binning_output.159	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on consensus between backbone and class-level tree	N/A	29.28	11	0.44402	Genome has more than 12.5% of markers with multiple hits
binning_output.160	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	14.08	11	0.93639	Genome has more than 16.7% of markers with multiple hits
binning_output.161	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	21.47	11	0.98541	N/A
binning_output.162	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014202415.1, s__Tolumonas osonensis, 95.0, 95.11, 0.255; GCF_000023065.1, s__Tolumonas auensis, 95.0, 91.75, 0.205	19.36	11	0.9697	Genome has more than 14.2% of markers with multiple hits
binning_output.163	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.72	11	0.86956	Genome has more than 10.0% of markers with multiple hits
binning_output.164	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	25.7	11	0.99436	Genome has more than 20.0% of markers with multiple hits
binning_output.165	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.6%)
binning_output.166	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.7	0.83	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.7	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 94.61, 0.576; GCA_028689545.1, s__Parabacteroides sp028689545, 95.0, 90.59, 0.485; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 89.97, 0.465; GCF_947855115.1, s__Parabacteroides sp947855115, 95.0, 89.38, 0.469	54.14	11	N/A	Genome has more than 14.2% of markers with multiple hits
binning_output.167	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
binning_output.168	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.27	11	0.98113	N/A
binning_output.169	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	22.11	11	0.83605	Genome has more than 38.3% of markers with multiple hits
binning_output.170	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 98.55, 0.186; GCF_025147325.1, s__Bacteroides stercoris, 95.0, 98.0, 0.29; GCF_900129655.1, s__Bacteroides clarus, 95.0, 88.98, 0.169	30.25	11	0.99184	Genome has more than 30.0% of markers with multiple hits
binning_output.171	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.98	11	0.87162	Genome has more than 20.8% of markers with multiple hits
binning_output.172	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945612235.1, s__Thiopseudomonas sp945612235, 95.0, 94.76, 0.263; GCA_012513235.1, s__Thiopseudomonas sp012513235, 95.0, 94.65, 0.245; GCF_000421765.1, s__Thiopseudomonas caeni, 95.0, 91.55, 0.161	17.32	11	0.9822	Genome has more than 13.3% of markers with multiple hits
binning_output.173	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.05	11	0.95029	Genome has more than 15.0% of markers with multiple hits
binning_output.174	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900129835.1, s__Stutzerimonas xanthomarina, 95.0, 97.88, 0.191; GCF_000235745.1, s__Stutzerimonas stutzeri_H, 95.0, 92.77, 0.153	19.56	11	0.98508	Genome has more than 11.7% of markers with multiple hits
binning_output.175	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter fulvigenes	GCF_904846155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter fulvigenes	98.11	0.674	GCF_904846155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter fulvigenes	98.11	0.674	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_016107575.1, s__Psychrobacter faecalis, 95.0, 95.32, 0.621; GCF_002377905.1, s__Psychrobacter sp002377905, 95.0, 91.79, 0.536; GCA_029256865.1, s__Psychrobacter sp029256865, 95.0, 87.61, 0.364; GCF_002453355.1, s__Psychrobacter sp002453355, 95.0, 87.08, 0.279; GCF_002414005.1, s__Psychrobacter sp002414005, 95.0, 86.96, 0.306; GCF_904846345.1, s__Psychrobacter maritimus, 95.0, 86.82, 0.29; GCF_904846285.1, s__Psychrobacter immobilis_D, 95.0, 86.62, 0.249; GCF_904846175.1, s__Psychrobacter immobilis_E, 95.0, 86.53, 0.263; GCF_014192115.1, s__Psychrobacter luti, 95.0, 85.87, 0.242; GCF_008369115.1, s__Psychrobacter sp008369115, 95.0, 85.67, 0.201; GCF_030408035.1, s__Psychrobacter sp030408035, 95.0, 85.63, 0.159; GCF_017498085.1, s__Psychrobacter coccoides, 95.0, 83.96, 0.164	37.0	11	N/A	Genome has more than 51.7% of markers with multiple hits
binning_output.176	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	19.7	11	0.66872	N/A
binning_output.177	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	GCF_009695995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	97.09	0.331	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025567015.1, s__Acetatifactor acetigignens, 95.0, 93.94, 0.3; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 93.51, 0.23; GCA_945929965.1, s__Acetatifactor sp945929965, 95.0, 93.12, 0.257; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 90.52, 0.178; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 89.47, 0.162	34.84	11	0.99842	Genome has more than 13.3% of markers with multiple hits
binning_output.178	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.0	11	0.9965	Genome has more than 11.7% of markers with multiple hits
binning_output.179	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.2%)
binning_output.180	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.91	11	0.40686	classification restricted to valid phylum
binning_output.181	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_028621955.1, s__Erythrobacter sp028621955, 95.0, 86.56, 0.311; GCF_006542605.1, s__Erythrobacter sp006542605, 95.0, 86.46, 0.283; GCF_002155425.1, s__Erythrobacter donghaensis, 95.0, 86.37, 0.348; GCF_002952215.1, s__Erythrobacter sp002952215, 95.0, 86.08, 0.288; GCA_003724185.1, s__Erythrobacter sp003724185, 95.0, 86.03, 0.32; GCF_030271515.1, s__Erythrobacter sp030271515, 95.0, 85.79, 0.253; GCA_945878845.1, s__Erythrobacter sanguineus_A, 95.0, 85.76, 0.286; GCF_002155685.1, s__Erythrobacter colymbi, 95.0, 85.69, 0.217; GCA_027531395.1, s__Erythrobacter sp027531395, 95.0, 85.65, 0.282; GCF_009905735.1, s__Erythrobacter sp009905735, 95.0, 85.55, 0.27; GCF_002215495.1, s__Erythrobacter sp002215495, 95.0, 85.47, 0.27; GCF_001557115.1, s__Erythrobacter sp001557115, 95.0, 85.47, 0.217; GCA_019750455.1, s__Erythrobacter sp019750455, 95.0, 85.42, 0.277; GCF_023653175.1, s__Erythrobacter sp023653175, 95.0, 85.38, 0.234; GCF_002855495.1, s__Erythrobacter sp002855495, 95.0, 85.35, 0.242; GCA_001556995.1, s__Erythrobacter sp001556995, 95.0, 85.29, 0.219; GCF_000331285.1, s__Erythrobacter sp000331285, 95.0, 85.28, 0.276; GCA_013822695.1, s__Erythrobacter sp013822695, 95.0, 85.28, 0.262; GCF_958304185.1, s__Erythrobacter sp958304185, 95.0, 85.25, 0.27; GCF_001557325.1, s__Erythrobacter donghaensis_B, 95.0, 85.2, 0.21; GCF_009828055.1, s__Erythrobacter ramosus, 95.0, 85.19, 0.283; GCF_025917005.1, s__Erythrobacter sp025917005, 95.0, 85.17, 0.241; GCA_903934325.1, s__Erythrobacter sp903934325, 95.0, 85.15, 0.269; GCA_027487015.1, s__Erythrobacter sp027487015, 95.0, 85.07, 0.21; GCA_023653115.1, s__Erythrobacter sp023653115, 95.0, 84.97, 0.278; GCF_001720465.1, s__Erythrobacter sp001720465, 95.0, 84.92, 0.249; GCA_027486035.1, s__Erythrobacter sp027486035, 95.0, 84.68, 0.256; GCF_001663175.1, s__Erythrobacter neustonensis, 95.0, 84.66, 0.219; GCA_013911835.1, s__Erythrobacter sp013911835, 95.0, 84.65, 0.216; GCA_027489065.1, s__Erythrobacter sp027489065, 95.0, 84.64, 0.211; GCA_002482865.1, s__Erythrobacter sp002482865, 95.0, 84.56, 0.242; GCA_027533455.1, s__Erythrobacter sp027533455, 95.0, 84.56, 0.237; GCF_026586795.1, s__Erythrobacter sp026586795, 95.0, 84.56, 0.193; GCA_004292705.1, s__Erythrobacter sp004292705, 95.0, 84.52, 0.237; GCF_001296025.1, s__Erythrobacter sp001296025, 95.0, 84.52, 0.221; GCA_018991295.1, s__Erythrobacter sp018991295, 95.0, 84.46, 0.252; GCF_028595285.1, s__Erythrobacter fulvus, 95.0, 84.42, 0.234; GCF_024305245.1, s__Erythrobacter sp024305245, 95.0, 84.42, 0.187; GCF_001677335.1, s__Erythrobacter dokdonensis, 95.0, 84.38, 0.226; GCA_001464915.1, s__Erythrobacter sp001464915, 95.0, 84.38, 0.212; GCA_016125555.1, s__Erythrobacter sp016125555, 95.0, 84.28, 0.206; GCA_009995225.1, s__Erythrobacter sp009995225, 95.0, 84.19, 0.182; GCF_900143235.1, s__Erythrobacter sanguineus, 95.0, 84.17, 0.227; GCF_002155695.1, s__Erythrobacter tepidarius, 95.0, 84.15, 0.198; GCA_027489095.1, s__Erythrobacter sp027489095, 95.0, 83.94, 0.176; GCF_000422985.1, s__Erythrobacter cryptus, 95.0, 83.81, 0.176; GCA_002842735.1, s__Erythrobacter sp002842735, 95.0, 83.66, 0.183; GCA_013822025.1, s__Erythrobacter sp013822025, 95.0, 83.17, 0.179; GCA_030731635.1, s__Erythrobacter sp030731635, 95.0, 82.96, 0.155	36.74	11	0.98923	Genome has more than 30.8% of markers with multiple hits
